duration,service_usage,lost_cars,mean_delay_time,effective_interarrival_mean
36000,35642,92,3125.13,359.5050505050505
36000,36000,86,2806.1100917431195,330.48148148148147
36000,35991,89,2739.8545454545456,328.5596330275229
36000,35606,137,3218.633663366337,355.25
36000,35611,82,2675.477876106195,313.29464285714283
36000,35634,104,2928.3611111111113,328.6355140186916
36000,35909,81,3067.9270833333335,374.2
36000,35938,101,2884.3333333333335,351.1980198019802
36000,36000,67,2646.5803571428573,323.1261261261261
36000,35712,99,2732.770642201835,328.47222222222223
36000,35771,105,3128.683673469388,364.74226804123714
36000,35855,74,2987.3137254901962,352.0792079207921
36000,35715,116,3079.4757281553398,344.45098039215685
36000,35996,72,2394.6062992125985,284.56349206349205
36000,36000,65,2883.704761904762,339.1730769230769
36000,36000,86,2706.788990825688,326.02777777777777
36000,35462,88,2520.9823008849557,311.25
36000,36000,110,2886.96261682243,334.64150943396226
36000,35978,69,2563.6822429906542,336.7169811320755
36000,35837,94,2759.495327102804,332.22641509433964
36000,36000,101,3245.112244897959,363.7525773195876
36000,36000,87,2975.4150943396226,337.4095238095238
36000,35902,94,3059.245283018868,331.84761904761905
36000,35600,95,2933.7102803738317,334.91509433962267
36000,35964,68,2260.5984251968503,283.73015873015873
36000,35825,81,2859.267326732673,357.54
36000,36000,98,2794.353982300885,319.83035714285717
36000,35881,103,3244.266666666667,398.65168539325845
36000,35977,101,2736.438596491228,307.0088495575221
36000,36000,86,3081.3636363636365,358.4387755102041
36000,36000,86,2257.2954545454545,272.8702290076336
36000,35740,92,2384.944,284.9758064516129
36000,36000,95,2794.24347826087,315.4035087719298
36000,35889,103,3233.64,356.24242424242425
36000,35969,105,2769.6785714285716,318.5945945945946
36000,35788,97,2701.4423076923076,342.94174757281553
36000,35914,86,3154.69,359.0808080808081
36000,35632,81,2890.5145631067962,348.88235294117646
36000,36000,101,3116.622641509434,341.9047619047619
36000,35412,108,2931.056603773585,332.9047619047619
36000,35977,75,2466.878260869565,309.1929824561403
36000,35789,114,2963.0,331.61682242990656
36000,35699,80,2645.6173913043476,308.9298245614035
36000,35965,105,2497.642276422764,287.844262295082
36000,35498,81,3048.9411764705883,354.9504950495049
36000,35985,84,2938.4615384615386,343.58252427184465
36000,35703,110,2964.8396226415093,336.0190476190476
36000,35661,90,2538.0163934426228,292.8099173553719
36000,35793,83,2664.2429906542056,332.72641509433964
36000,35979,114,3214.8217821782177,356.38
36000,35673,85,2466.4912280701756,316.3628318584071
36000,35912,59,2680.2429906542056,330.95283018867923
36000,35533,73,2630.1272727272726,325.1559633027523
36000,36000,77,2615.2719298245615,309.3628318584071
