duration,service_usage,lost_cars,mean_delay_time,effective_interarrival_mean
36000,35906,136,1589.2266666666667,239.69127516778522
36000,36000,156,1560.7080745341616,224.15
36000,36000,151,1578.2389937106918,223.86708860759492
36000,35993,159,1529.0817610062893,226.30379746835442
36000,35989,158,1584.2422360248447,224.0125
36000,35839,111,1564.3793103448277,246.72916666666666
36000,35965,152,1523.7888198757764,224.125
36000,35785,152,1574.8653846153845,231.11612903225807
36000,35924,136,1545.0,237.36
36000,35130,140,1580.7062937062938,248.4788732394366
36000,35727,142,1522.248366013072,233.2565789473684
36000,35533,139,1509.2516129032258,230.91558441558442
36000,35975,172,1627.8385093167701,224.1125
36000,35988,133,1609.7278481012659,228.36942675159236
36000,35829,140,1611.75,229.07096774193548
36000,35630,110,1523.5106382978724,253.68571428571428
36000,36000,146,1609.3478260869565,224.54375
36000,35987,128,1554.8954248366013,236.11184210526315
36000,35938,144,1590.7857142857142,234.11764705882354
36000,35847,151,1578.80625,225.0188679245283
36000,36000,171,1624.8101265822784,228.98726114649682
36000,36000,151,1561.6729559748428,227.39240506329114
36000,35765,136,1520.986928104575,234.23684210526315
36000,35846,148,1667.8726114649683,226.69230769230768
36000,35771,150,1564.575163398693,233.0065789473684
36000,36000,165,1599.2331288343557,221.6172839506173
36000,36000,146,1582.113924050633,229.0
36000,35829,127,1558.0066666666667,239.55704697986576
36000,35914,113,1528.1156462585034,245.9794520547945
36000,35891,139,1562.671052631579,237.3112582781457
36000,35426,123,1508.4676258992806,257.6376811594203
36000,36000,148,1463.063694267516,230.3846153846154
36000,35680,151,1553.8451612903225,230.7012987012987
36000,36000,162,1643.2763157894738,235.17218543046357
36000,35931,152,1625.4620253164558,228.4203821656051
36000,35840,151,1573.935064935065,232.9281045751634
36000,35950,158,1553.6025641025642,230.56129032258065
36000,35957,142,1590.0738255033557,241.1418918918919
36000,35946,168,1585.746835443038,228.0828025477707
36000,35971,103,1522.4632352941176,264.2148148148148
36000,36000,137,1548.1140939597315,240.1283783783784
36000,36000,136,1549.5477707006369,228.12179487179486
36000,35881,143,1581.844155844156,232.51633986928104
36000,35718,147,1592.7852348993288,240.91216216216216
36000,35701,148,1562.575,224.18867924528303
36000,35704,123,1588.6760563380283,250.52482269503545
36000,36000,138,1591.4125,223.49056603773585
36000,35953,163,1542.656050955414,229.53846153846155
36000,36000,118,1526.953642384106,237.75333333333333
36000,35989,159,1615.8789808917197,229.44230769230768
36000,36000,167,1561.9939759036145,216.79393939393938
36000,36000,166,1576.1842105263158,236.71523178807948
36000,35959,139,1657.2083333333333,248.72027972027973
36000,35903,115,1579.841726618705,258.68840579710144
36000,35847,146,1585.42,235.5704697986577
36000,35771,148,1588.5,227.10828025477707
36000,36000,162,1627.167741935484,232.12337662337663
36000,35678,167,1594.01875,220.50314465408806
36000,35668,148,1600.9337748344371,236.34
36000,35678,133,1600.4276315789473,234.08609271523179
36000,35936,133,1497.7986577181207,243.0472972972973
36000,35901,147,1630.386075949367,227.7324840764331
36000,35851,168,1565.3540372670807,223.69375
36000,35854,149,1573.9605263157894,236.2251655629139
36000,35932,149,1566.4556962025317,227.7579617834395
36000,35905,147,1552.8930817610062,225.39240506329114
36000,35794,158,1610.4774193548387,228.52597402597402
36000,35872,165,1592.3987341772151,227.84713375796179
36000,35984,156,1609.2625,224.13836477987422
36000,35645,119,1633.8689655172413,243.72916666666666
36000,35846,162,1570.1656441717791,221.43827160493828
36000,35989,143,1591.9266666666667,236.1476510067114
36000,35644,135,1540.2266666666667,239.15436241610738
36000,35498,160,1559.1069182389938,224.63291139240508
36000,35551,168,1535.93125,223.39622641509433
